ID,Start_time,End_time,PointS_Longitude,PointS_Latitude,PointE_Longitude,PointE_Latitude,NodeS,NodeE
4768,1407192824,1407193462,104.105912,30.659699,104.064314,30.636151,52579,58816
4768,1407198546,1407199725,104.108487,30.637341,104.069588,30.657986,58919,54586
4768,1407210840,1407212944,104.043685,30.685635,104.021236,30.650402,28534,22823
4768,1407222885,1407223948,104.061477,30.640347,104.091892,30.67964,85760,53733
4768,1407227851,1407229361,104.021797,30.69436,104.088165,30.652254,64614,7564
4768,1407236942,1407237512,104.052929,30.663049,104.047196,30.646919,52911,51926
4768,1407243648,1407244092,104.058208,30.661418,104.065793,30.675699,62173,52843
4768,1407247159,1407248228,104.050216,30.66908,104.100399,30.648922,55808,7558
13118,1407189610,1407190067,104.05862,30.678125,104.089144,30.661701,52749,32292
13118,1407208158,1407209061,104.019042,30.640214,104.060688,30.625083,83948,166
13118,1407220024,1407220672,104.033251,30.664326,104.037708,30.641882,45636,4872
13118,1407224129,1407224919,104.061841,30.671987,104.050736,30.648671,9559,13325
13118,1407242628,1407242927,104.042899,30.625881,104.039618,30.637289,63637,4875
13118,1407246568,1407247742,104.041336,30.641272,104.063749,30.689981,7876,10462
7363,1407193685,1407194321,104.02115,30.688914,104.058875,30.650894,14145,2806
7363,1407222830,1407229897,104.082645,30.651591,104.034533,30.624667,1767,65500
7363,1407239647,1407240245,104.068246,30.658165,104.070954,30.688238,1755,29361
7363,1407243338,1407243560,104.054058,30.65041,104.051919,30.658125,7789,52604
7363,1407249673,1407250510,104.06399,30.631316,104.019832,30.664587,15643,53006
4506,1407214535,1407214688,104.039148,30.643784,104.038389,30.639795,7881,4873
4506,1407222906,1407225181,104.056694,30.627303,104.081747,30.684332,21072,7744
4506,1407231241,1407236280,104.09429,30.637615,104.077653,30.656735,62060,90417
4506,1407239944,1407240406,104.074015,30.628925,104.074389,30.625787,301,23515
4549,1407240446,1407241786,104.082214,30.649826,104.023745,30.636683,4205,65433
4549,1407247630,1407249391,104.10682,30.684529,104.104747,30.670261,70348,6835
6415,1407201690,1407204103,104.082959,30.665186,104.108,30.66879,27899,67282
6415,1407206229,1407206656,104.078323,30.657633,104.092639,30.663858,67092,32830
6415,1407213456,1407214883,104.087023,30.683021,104.096334,30.656572,87151,32803
6415,1407225710,1407226683,104.029815,30.634168,104.06337,30.667751,42887,47026
6415,1407231229,1407231775,104.10395,30.659936,104.100735,30.642961,62512,7628
6415,1407238966,1407239624,104.067344,30.674115,104.086355,30.653039,5984,58659
6415,1407241413,1407242315,104.053093,30.649735,104.037007,30.64396,13328,7823
12813,1407197175,1407204803,104.102539,30.625383,104.070448,30.659186,29060,41022
12813,1407209490,1407210802,104.061272,30.691697,104.079038,30.655246,12726,77209
12813,1407213949,1407214448,104.059427,30.64564,104.06084,30.672432,52560,9559
12813,1407226854,1407227339,104.071378,30.668173,104.070748,30.687798,67243,43627
12813,1407229812,1407233840,104.111778,30.663032,104.078744,30.661125,52618,10144
12813,1407244110,1407244435,104.025413,30.639681,104.022246,30.650185,89432,66883
12813,1407250638,1407250838,104.084891,30.641609,104.073163,30.636171,71730,298
2831,1407197098,1407197396,104.0677,30.627495,104.073744,30.633695,62612,298
2831,1407230092,1407230865,104.021942,30.664811,104.051419,30.67474,14713,13671
2831,1407238433,1407239077,104.030426,30.627583,104.044047,30.64688,18328,51931
2831,1407243294,1407244365,104.071794,30.672646,104.047051,30.646863,72295,75959
2831,1407246367,1407246954,104.068403,30.659917,104.08034,30.63919,52743,67114
2831,1407248305,1407248878,104.052258,30.664361,104.068654,30.661504,30682,38828
2831,1407250289,1407250834,104.073393,30.656109,104.085723,30.641169,54585,71730
2902,1407194595,1407195014,104.072944,30.643586,104.058445,30.641728,26707,22397
2902,1407200436,1407201425,104.038102,30.66525,104.032218,30.638209,53189,5355
2902,1407211693,1407212098,104.047267,30.693698,104.07746,30.694899,61091,8425
2902,1407220735,1407221936,104.074534,30.65329,104.026963,30.636569,90195,48851
2902,1407223805,1407224267,104.062126,30.663199,104.076636,30.656071,8029,73632
2902,1407225729,1407226327,104.103419,30.647407,104.073458,30.656084,1230,54584
2902,1407232097,1407239821,104.082403,30.669047,104.044699,30.691445,52705,8145
7553,1407205231,1407205590,104.06031,30.647627,104.051093,30.642419,22323,6279
7553,1407211405,1407212210,104.083978,30.646067,104.047016,30.646912,89330,51926
7553,1407223050,1407224339,104.064314,30.63291,104.074378,30.696757,58810,7635
7553,1407243008,1407243767,104.069142,30.658229,104.052147,30.681955,1757,42998
4421,1407201213,1407201645,104.063161,30.668096,104.058211,30.665645,26613,43799
4421,1407205856,1407206564,104.077049,30.654115,104.08912,30.644859,1754,10116
4421,1407215094,1407219730,104.060754,30.647434,104.092775,30.62347,22323,97520
4421,1407228509,1407230831,104.071777,30.679058,104.054622,30.692638,94099,43641
3937,1407207593,1407208167,104.0796,30.664125,104.079698,30.656328,10128,77209
3937,1407219635,1407220285,104.088503,30.658608,104.077561,30.656813,54282,90417
3937,1407222106,1407222268,104.087838,30.656646,104.084121,30.661926,54280,10133
3937,1407230866,1407231572,104.034832,30.659106,104.063255,30.657941,13203,69286
3937,1407243547,1407244085,104.076469,30.669385,104.090939,30.689024,55276,87162
3937,1407249821,1407250232,104.065941,30.673958,104.070521,30.670687,5984,63971
2178,1407192478,1407192807,104.07193,30.661066,104.064776,30.65126,64655,49928
2178,1407195096,1407212426,104.04493,30.665098,104.083562,30.653354,45161,58184
2178,1407215285,1407216101,104.0904,30.644459,104.064886,30.658848,91769,36533
2178,1407242603,1407243335,104.047598,30.646981,104.077279,30.660078,51926,42159
5035,1407199643,1407204944,104.035729,30.658875,104.029164,30.650181,43701,22827
5035,1407227225,1407229521,104.038291,30.664413,104.107553,30.67832,53189,15734
5035,1407234853,1407236286,104.073849,30.671243,104.056926,30.682067,52814,56886
7512,1407200438,1407200844,104.1054,30.696479,104.094486,30.681692,12001,32479
7512,1407209902,1407210916,104.054371,30.664758,104.08735,30.655115,53229,7565
7512,1407216406,1407217350,104.063747,30.689457,104.091948,30.691856,10463,80748
7512,1407223165,1407224367,104.05873,30.684234,104.072349,30.646801,12738,66672
7512,1407231229,1407234657,104.041392,30.640041,104.10141,30.648606,7875,7558
7512,1407243717,1407245130,104.055887,30.675851,104.079975,30.639255,52647,7788
12885,1407192018,1407192617,104.112057,30.643695,104.06712,30.652398,247,76904
12885,1407201324,1407203189,104.10205,30.64508,104.09661,30.684712,1230,18870
12885,1407209829,1407210945,104.068217,30.664862,104.073407,30.635581,52739,298
12885,1407218959,1407220323,104.071973,30.690623,104.034379,30.691069,12892,6560
12885,1407231445,1407232826,104.047952,30.677999,104.047788,30.647218,47331,75958
12885,1407240270,1407241414,104.051876,30.663396,104.082815,30.687478,29001,7741
12885,1407250892,1407251502,104.046235,30.638547,104.081038,30.639564,7872,7788
9294,1407201144,1407201779,104.049431,30.663263,104.063332,30.667065,52904,47025
9294,1407208747,1407209365,104.048827,30.692221,104.054624,30.690918,43961,71157
9294,1407224845,1407225795,104.035365,30.636652,104.064907,30.658893,37298,36534
9294,1407229418,1407229752,104.057881,30.67493,104.068181,30.667035,41976,52737
9294,1407247295,1407247943,104.057273,30.648423,104.092266,30.641195,2958,64032
4927,1407195586,1407196379,104.022831,30.675783,104.066355,30.662693,10233,52741
4927,1407201965,1407204602,104.0605,30.629799,104.101875,30.642599,80002,101686
4927,1407218019,1407219099,104.058432,30.648423,104.023475,30.632196,43210,7838
4927,1407224267,1407224641,104.017455,30.647463,104.025381,30.636013,2948,4030
4927,1407237075,1407237562,104.058573,30.688377,104.070344,30.676561,62145,81382
4927,1407246156,1407246624,104.063784,30.649118,104.08971,30.645734,37817,80947
4927,1407249710,1407250054,104.051097,30.632319,104.038688,30.648064,39172,7886
7705,1407224102,1407224919,104.050419,30.621293,104.03091,30.624232,38431,65501
7705,1407232832,1407233384,104.068489,30.679129,104.045729,30.680877,52840,47574
7705,1407241255,1407241568,104.108342,30.661403,104.104268,30.648505,52578,7571
7705,1407244286,1407245577,104.029678,30.626152,104.0882,30.667812,70983,52710
12881,1407199006,1407199481,104.087901,30.652139,104.103497,30.662959,70199,94925
12881,1407208867,1407209132,104.084732,30.668597,104.073199,30.655379,41984,1761
12881,1407231919,1407232856,104.054859,30.696263,104.111246,30.651076,16516,7228
12881,1407236612,1407237148,104.047457,30.647015,104.068055,30.673573,51926,13529
12881,1407240745,1407241100,104.074059,30.661362,104.068054,30.654224,63239,54576
12881,1407245567,1407246641,104.037865,30.685833,104.070176,30.65368,6074,77277
11099,1407202176,1407203412,104.017614,30.664802,104.078364,30.658391,42254,67092
11099,1407207372,1407209819,104.058521,30.639132,104.075494,30.63707,52043,67107
11099,1407214339,1407216281,104.073882,30.627672,104.072237,30.623208,38980,67157
11099,1407223441,1407223858,104.053339,30.661767,104.053826,30.671655,52596,7912
11099,1407225357,1407225994,104.073967,30.636427,104.084133,30.650683,99047,1775
11099,1407230097,1407231161,104.041177,30.639949,104.038725,30.61981,7875,4957
11099,1407242885,1407244301,104.097807,30.638338,104.082721,30.652022,9093,4206
11099,1407250700,1407251081,104.08737,30.649848,104.084777,30.664634,10161,89817
2406,1407210189,1407210240,104.031127,30.677061,104.031154,30.677007,6066,6065
2406,1407212516,1407212844,104.09523,30.669828,104.084689,30.658312,47172,10150
2406,1407214800,1407215692,104.09908,30.640258,104.039648,30.661083,9093,13233
2406,1407217363,1407218209,104.067541,30.62739,104.068518,30.666048,20959,67242
2406,1407227448,1407231456,104.073278,30.656087,104.028759,30.638213,54585,7830
2406,1407235653,1407235803,104.04976,30.670786,104.051672,30.677372,91709,52577
2406,1407249099,1407250056,104.0191,30.690233,104.074113,30.677348,14145,72294
13551,1407204449,1407206550,104.043541,30.666267,104.072995,30.643025,29012,66827
13551,1407215729,1407218386,104.020324,30.635121,104.093842,30.657239,83947,26300
13551,1407220114,1407221238,104.078974,30.647429,104.027882,30.671375,10222,1572
13551,1407226135,1407226551,104.039777,30.667823,104.057507,30.6519,52893,7815
13551,1407228903,1407229646,104.025339,30.665001,104.03317,30.688503,1635,14384
13551,1407232281,1407232558,104.0522,30.681872,104.059433,30.673083,42998,22734
13551,1407237244,1407237387,104.084737,30.679962,104.078031,30.678193,64577,13164
13551,1407240937,1407241260,104.07519,30.622665,104.104644,30.640335,23711,80711
2862,1407200225,1407202616,104.102405,30.684296,104.074214,30.662805,12579,10140
2862,1407204898,1407205590,104.062505,30.63741,104.06458,30.626392,52079,41090
2862,1407209098,1407209708,104.077214,30.64158,104.068161,30.65682,67138,51954
2862,1407211960,1407212584,104.046966,30.677135,104.055593,30.696773,9561,16516
12911,1407192253,1407192716,104.019103,30.654243,104.038205,30.665326,42961,5997
12911,1407208240,1407209388,104.079374,30.683168,104.07473,30.660882,7744,33380
12911,1407230284,1407231194,104.065092,30.659328,104.0857,30.66616,38982,52808
12911,1407239691,1407240044,104.083997,30.664571,104.069325,30.662841,27900,63233
12911,1407243933,1407244516,104.071048,30.661574,104.053818,30.665611,63983,7902
12911,1407247160,1407247995,104.064163,30.627874,104.021851,30.646488,84371,81420
12911,1407252566,1407252816,104.039559,30.679838,104.052653,30.681013,52994,56888
3919,1407204357,1407205219,104.065006,30.66052,104.071775,30.646961,38982,66672
3919,1407207821,1407210363,104.054253,30.673251,104.030963,30.653393,53212,22828
3919,1407215471,1407215675,104.093515,30.674076,104.08662,30.665299,47173,52807
3919,1407220397,1407221579,104.083487,30.683556,104.064063,30.660974,38076,53770
3919,1407226698,1407227342,104.064264,30.634354,104.058421,30.648444,10738,2804
3919,1407230250,1407231676,104.072949,30.687651,104.035165,30.644609,13000,51899
3919,1407239766,1407240091,104.112023,30.667209,104.100913,30.635272,67785,51677
3919,1407242250,1407242727,104.057216,30.655679,104.047989,30.647193,7844,75958
3919,1407245862,1407246267,104.079652,30.668484,104.068049,30.668461,52812,51833
3919,1407251356,1407251643,104.03015,30.653381,104.057616,30.653057,22828,7963
4929,1407200065,1407201001,104.030028,30.627071,104.074245,30.624037,18328,23558
4929,1407235718,1407236012,104.080989,30.639584,104.089716,30.645963,7788,73684
4929,1407251343,1407251495,104.055546,30.640489,104.048701,30.635654,22397,2794
7580,1407201369,1407201693,104.055391,30.626328,104.057567,30.639801,54466,22396
7580,1407207258,1407211324,104.087249,30.684479,104.019727,30.664625,87152,14711
7580,1407215845,1407216188,104.058354,30.650835,104.063982,30.646246,2770,22328
7580,1407220725,1407220976,104.065822,30.660743,104.063382,30.654078,53778,68198
7580,1407247648,1407248074,104.034416,30.63786,104.054478,30.628212,59891,40572
7580,1407253622,1407254093,104.082565,30.645121,104.08816,30.657404,71680,54282
13361,1407199932,1407200757,104.076609,30.643566,104.075945,30.660676,67101,42159
13361,1407208346,1407209064,104.083337,30.648607,104.071324,30.627676,64702,38980
13361,1407211873,1407219633,104.101895,30.685174,104.105791,30.686518,53396,20140
13361,1407228114,1407229453,104.088154,30.657532,104.051518,30.630377,54282,66877
13361,1407231612,1407232432,104.081493,30.657938,104.080037,30.65681,58187,20260
13361,1407247373,1407251805,104.102125,30.671847,104.080905,30.643779,94923,94400
7620,1407202527,1407203007,104.021636,30.696901,104.04338,30.696233,14458,80739
7620,1407246227,1407246617,104.038758,30.689464,104.030747,30.686705,47669,80735
