ID,Start_time,End_time,PointS_Longitude,PointS_Latitude,PointE_Longitude,PointE_Latitude,NodeS,NodeE
4768,1407280608,1407281701,104.112523,30.645573,104.058715,30.64232,71968,65399
4768,1407289544,1407290358,104.030925,30.676438,104.062338,30.671959,6065,41975
4768,1407302168,1407303070,104.093494,30.643021,104.06057,30.647525,15199,43210
13118,1407281714,1407282161,104.020006,30.68972,104.053736,30.671068,14145,7910
13118,1407297763,1407298016,104.104542,30.680939,104.089544,30.686952,23627,87161
13118,1407301828,1407302765,104.038094,30.693006,104.056165,30.64698,43742,7892
13118,1407308857,1407309369,104.019052,30.688187,104.026604,30.665031,41158,14716
13118,1407313846,1407313976,104.047055,30.627599,104.049542,30.632582,17380,6951
13118,1407327692,1407331591,104.026894,30.64016,104.055518,30.64123,74745,43216
13118,1407333863,1407334026,104.040569,30.695301,104.027271,30.685249,11727,14142
7363,1407281733,1407282736,104.060956,30.632055,104.038433,30.669257,15642,712
7363,1407285950,1407286596,104.038221,30.665416,104.032507,30.653464,53189,13371
7363,1407296919,1407297917,104.091915,30.640315,104.058677,30.645983,64033,52560
7363,1407299141,1407299953,104.041919,30.683374,104.075762,30.684074,52996,8890
7363,1407320556,1407320889,104.087377,30.660268,104.087778,30.656596,10152,54281
7363,1407324296,1407324845,104.104063,30.648405,104.073429,30.635752,7571,298
7363,1407329655,1407330160,104.10051,30.642394,104.064848,30.662341,7629,14015
4506,1407292572,1407295053,104.024811,30.635284,104.047054,30.623557,7835,39161
4549,1407281823,1407282031,104.064042,30.675765,104.052894,30.681033,45543,42999
4549,1407292120,1407301590,104.049474,30.678263,104.067982,30.67782,53180,5987
4549,1407306582,1407308454,104.049673,30.674323,104.096695,30.674903,13672,47173
4549,1407317527,1407319427,104.054234,30.673242,104.03506,30.647729,13711,51900
4549,1407326967,1407328369,104.094809,30.682287,104.089037,30.637945,18341,94917
12813,1407286393,1407288362,104.091682,30.658498,104.031843,30.635095,26300,50535
12813,1407298925,1407299494,104.032788,30.670411,104.067032,30.658613,42289,36534
12813,1407305267,1407305496,104.031934,30.646669,104.023967,30.641528,51964,65465
12813,1407307743,1407307947,104.023183,30.640924,104.024996,30.643535,2815,11625
12813,1407311459,1407311770,104.040679,30.623055,104.048794,30.635592,13516,2793
12813,1407324725,1407325510,104.085887,30.692704,104.056508,30.676907,7734,52647
12813,1407336507,1407337306,104.073094,30.6442,104.037946,30.662652,26708,45394
2831,1407279920,1407281036,104.027827,30.632823,104.054716,30.643416,65333,6955
2831,1407283040,1407287622,104.024467,30.648891,104.036735,30.673595,44768,13735
2831,1407294678,1407295240,104.06054,30.653244,104.073233,30.655595,2810,76988
2831,1407297906,1407298931,104.047446,30.633086,104.09333,30.642963,6950,14519
2831,1407306172,1407307200,104.090932,30.661291,104.05865,30.652285,10130,7814
2831,1407310121,1407310556,104.079901,30.696703,104.08178,30.684434,28887,7744
2831,1407314492,1407314709,104.108326,30.672486,104.10136,30.6713,23759,70353
2831,1407327013,1407327835,104.101534,30.643078,104.056461,30.651662,64609,1704
2831,1407329579,1407334251,104.05278,30.67044,104.104608,30.625166,64010,11500
2831,1407339204,1407339901,104.048679,30.647449,104.063437,30.670208,7845,22735
7553,1407292094,1407293693,104.073066,30.690546,104.070761,30.651617,12893,54567
7553,1407307423,1407307740,104.016893,30.647424,104.026647,30.640795,4291,52644
7553,1407320516,1407320801,104.055605,30.682526,104.056471,30.676814,56886,52647
7553,1407327284,1407328054,104.047653,30.647108,104.082629,30.660341,75958,20256
7553,1407332755,1407333133,104.077946,30.664986,104.066756,30.676401,10128,5986
7553,1407336011,1407336285,104.077869,30.660825,104.071351,30.658596,10143,41021
4421,1407295260,1407295553,104.091723,30.629488,104.098691,30.639784,73150,62059
4421,1407307091,1407307634,104.102721,30.672037,104.08699,30.654848,21642,58657
4421,1407311904,1407313870,104.019803,30.647434,104.075674,30.645638,2949,94433
4421,1407321213,1407321521,104.109339,30.672439,104.092284,30.675331,23760,32792
4421,1407331447,1407332372,104.053721,30.665697,104.042461,30.639765,53225,49389
3937,1407288371,1407289778,104.087348,30.69503,104.020206,30.639941,98529,83939
2178,1407300602,1407300821,104.033033,30.632143,104.047255,30.625697,71002,39158
2178,1407304548,1407305022,104.086231,30.650079,104.073902,30.661513,10161,63239
2178,1407312347,1407312905,104.076486,30.677347,104.075628,30.67933,67144,13166
2178,1407334324,1407334898,104.038381,30.666522,104.025642,30.652099,5998,48927
5035,1407277032,1407280295,104.019023,30.675694,104.063743,30.642066,14752,64678
5035,1407289553,1407290649,104.066615,30.681593,104.05807,30.658795,98492,7870
5035,1407298110,1407298612,104.07872,30.623057,104.064357,30.634994,52632,58811
5035,1407302944,1407303167,104.052868,30.641861,104.05595,30.636881,2790,15639
