DriverID,Start_time,NodeS
0, 2014/08/03 07:00:53,52579
1, 2014/08/03 06:00:05,53247
2, 2014/08/03 06:33:05,14147
3, 2014/08/03 07:39:19,4295
4, 2014/08/03 06:00:06,10374
5, 2014/08/03 06:45:39,23678
6, 2014/08/03 16:36:53,194
8, 2014/08/03 06:00:06,10149
9, 2014/08/03 06:00:09,255
10, 2014/08/03 06:00:00,7822
11, 2014/08/03 06:00:07,8145
12, 2014/08/03 10:35:48,71118
13, 2014/08/03 06:00:00,43790
14, 2014/08/03 08:56:40,55177
15, 2014/08/03 09:28:31,74738
16, 2014/08/03 06:00:04,17384
17, 2014/08/03 06:00:09,22814
18, 2014/08/03 10:33:10,247
19, 2014/08/03 06:00:07,66673
20, 2014/08/03 06:00:09,13431
21, 2014/08/03 06:46:47,42961
22, 2014/08/03 06:40:04,65504
23, 2014/08/03 06:00:08,89923
24, 2014/08/03 06:30:22,20133
25, 2014/08/03 08:46:17,81469
26, 2014/08/03 10:17:49,191
28, 2014/08/03 07:49:11,52784
29, 2014/08/03 06:00:06,20695
30, 2014/08/03 07:30:37,191
31, 2014/08/03 07:39:29,71118
32, 2014/08/03 07:46:39,85181
33, 2014/08/03 09:49:35,4110
34, 2014/08/03 06:22:59,901
35, 2014/08/03 07:34:11,21758
36, 2014/08/03 07:00:03,42961
37, 2014/08/03 07:26:40,70630
38, 2014/08/03 08:30:51,85408
39, 2014/08/03 08:29:14,96858
40, 2014/08/03 06:00:09,43701
41, 2014/08/03 06:00:06,7839
42, 2014/08/03 06:00:05,80731
43, 2014/08/03 06:00:05,1681
44, 2014/08/03 06:00:00,48934
45, 2014/08/03 08:00:12,14147
47, 2014/08/03 06:00:01,21074
48, 2014/08/03 08:02:37,70631
49, 2014/08/03 07:55:00,67254
50, 2014/08/03 06:00:06,43362
51, 2014/08/03 09:52:23,85182
52, 2014/08/03 06:00:07,55803
53, 2014/08/03 07:32:45,65504
54, 2014/08/03 06:00:00,6544
55, 2014/08/03 06:27:56,20133
56, 2014/08/03 09:20:46,13516
57, 2014/08/03 06:00:00,64622
58, 2014/08/03 06:09:08,81615
59, 2014/08/03 06:00:03,13738
60, 2014/08/03 07:12:52,71193
61, 2014/08/03 06:00:09,43969
62, 2014/08/03 06:00:02,56884
63, 2014/08/03 06:00:00,89695
64, 2014/08/03 09:40:51,28900
65, 2014/08/03 08:02:38,65504
66, 2014/08/03 06:00:03,10188
67, 2014/08/03 08:00:59,52784
68, 2014/08/03 06:00:01,7885
69, 2014/08/03 08:41:56,9077
70, 2014/08/03 06:00:00,13281
71, 2014/08/03 08:25:11,5811
72, 2014/08/03 06:00:05,18330
73, 2014/08/03 06:00:03,53164
74, 2014/08/03 06:00:08,55195
75, 2014/08/03 06:42:35,42961
76, 2014/08/03 09:07:57,14145
77, 2014/08/03 06:00:04,7993
78, 2014/08/03 06:47:56,42961
79, 2014/08/03 06:03:45,13346
80, 2014/08/03 07:22:54,309
81, 2014/08/03 06:07:20,71118
82, 2014/08/03 06:00:05,53860
83, 2014/08/03 07:36:27,98529
84, 2014/08/03 07:40:58,29028
85, 2014/08/03 07:28:07,9077
86, 2014/08/03 06:00:09,1056
87, 2014/08/03 06:00:02,13247
88, 2014/08/03 06:00:03,55178
89, 2014/08/03 06:00:06,13431
90, 2014/08/03 06:00:10,55231
91, 2014/08/03 08:03:59,81615
92, 2014/08/03 07:57:39,71968
93, 2014/08/03 06:00:08,53245
94, 2014/08/03 06:00:02,51927
95, 2014/08/03 08:09:43,28900
96, 2014/08/03 06:00:05,22327
97, 2014/08/03 08:16:27,91578
98, 2014/08/03 06:00:01,57831
100, 2014/08/03 06:38:39,81471
101, 2014/08/03 06:00:00,7827
102, 2014/08/03 06:00:04,86936
103, 2014/08/03 07:29:58,14145
104, 2014/08/03 06:00:01,10466
105, 2014/08/03 06:45:04,6550
106, 2014/08/03 09:16:48,67288
107, 2014/08/03 06:01:04,4957
108, 2014/08/03 06:00:08,32843
109, 2014/08/03 07:48:13,81468
110, 2014/08/03 07:37:46,13346
111, 2014/08/03 07:25:12,67255
112, 2014/08/03 09:38:25,13346
113, 2014/08/03 07:32:27,71118
115, 2014/08/03 07:12:05,9077
116, 2014/08/03 09:38:30,12209
117, 2014/08/03 06:00:00,4398
118, 2014/08/03 11:55:35,247
119, 2014/08/03 08:25:28,23718
120, 2014/08/03 07:37:44,52618
121, 2014/08/03 06:00:02,52579
122, 2014/08/03 06:00:01,10231
123, 2014/08/03 10:12:54,80764
124, 2014/08/03 06:00:03,20695
125, 2014/08/03 08:30:16,52784
126, 2014/08/03 06:00:07,13382
127, 2014/08/03 06:42:10,42961
128, 2014/08/03 07:44:40,16662
129, 2014/08/03 07:58:44,2817
130, 2014/08/03 06:00:00,8158
131, 2014/08/03 06:00:04,7705
132, 2014/08/03 06:00:09,42231
133, 2014/08/03 08:16:59,6550
134, 2014/08/03 07:42:51,98529
135, 2014/08/03 06:38:06,14588
136, 2014/08/03 06:00:06,13220
137, 2014/08/03 06:49:49,65504
138, 2014/08/03 08:03:21,13761
139, 2014/08/03 08:59:27,42961
140, 2014/08/03 06:00:09,40732
141, 2014/08/03 09:16:43,85180
142, 2014/08/03 06:00:03,14142
143, 2014/08/03 06:23:07,9117
144, 2014/08/03 08:32:44,74735
145, 2014/08/03 07:20:55,52784
146, 2014/08/03 09:38:21,67258
147, 2014/08/03 10:24:12,67785
148, 2014/08/03 06:00:04,8098
149, 2014/08/03 11:18:07,9117
150, 2014/08/03 10:23:10,42961
151, 2014/08/03 06:00:02,7097
152, 2014/08/03 06:05:16,52784
153, 2014/08/03 06:00:00,4877
154, 2014/08/03 06:34:18,50151
155, 2014/08/03 08:43:16,55177
156, 2014/08/03 08:28:34,71127
157, 2014/08/03 06:00:16,97484
158, 2014/08/03 09:23:02,67248
159, 2014/08/03 06:52:03,98529
160, 2014/08/03 06:00:08,15735
161, 2014/08/03 06:00:05,51833
