DriverID,Start_time,NodeS
0, 2014/08/05 06:53:03,52579
1, 2014/08/05 06:00:00,52574
2, 2014/08/05 12:32:28,14752
3, 2014/08/05 06:13:13,67257
4, 2014/08/05 07:07:55,14146
5, 2014/08/05 06:00:07,62117
6, 2014/08/05 12:16:22,9113
8, 2014/08/05 06:00:02,10148
9, 2014/08/05 06:00:02,90196
10, 2014/08/05 06:00:04,7560
11, 2014/08/05 06:00:09,13761
12, 2014/08/05 08:59:09,9077
13, 2014/08/05 06:00:00,43790
14, 2014/08/05 08:01:40,55177
15, 2014/08/05 08:46:35,50151
16, 2014/08/05 06:00:09,13105
17, 2014/08/05 06:01:41,50769
18, 2014/08/05 10:34:16,52784
19, 2014/08/05 06:07:08,23514
20, 2014/08/05 06:00:04,38044
21, 2014/08/05 07:31:35,4295
22, 2014/08/05 07:34:41,52784
23, 2014/08/05 06:00:06,94094
24, 2014/08/05 07:33:59,185
25, 2014/08/05 07:58:02,65504
26, 2014/08/05 09:28:25,74735
28, 2014/08/05 07:34:27,81466
29, 2014/08/05 06:00:09,20695
30, 2014/08/05 06:44:03,42961
31, 2014/08/05 07:43:02,98529
32, 2014/08/05 08:43:04,81615
33, 2014/08/05 09:13:05,191
34, 2014/08/05 06:00:09,7571
35, 2014/08/05 07:03:19,21758
36, 2014/08/05 06:00:08,6545
37, 2014/08/05 06:42:46,97473
38, 2014/08/05 08:33:08,185
39, 2014/08/05 08:02:23,12210
40, 2014/08/05 06:00:05,43701
41, 2014/08/05 06:00:02,54560
42, 2014/08/05 16:52:47,67255
43, 2014/08/05 06:00:01,1681
44, 2014/08/05 06:00:09,48933
45, 2014/08/05 07:21:19,74735
47, 2014/08/05 06:00:08,21074
48, 2014/08/05 06:34:39,16522
49, 2014/08/05 07:44:10,23514
50, 2014/08/05 06:00:09,56312
51, 2014/08/05 07:33:28,247
52, 2014/08/05 06:00:03,56736
53, 2014/08/05 07:31:55,65504
54, 2014/08/05 06:00:09,6545
55, 2014/08/05 06:34:24,20133
56, 2014/08/05 08:05:58,9077
57, 2014/08/05 06:00:03,33087
58, 2014/08/05 07:09:17,14145
59, 2014/08/05 06:00:02,14753
60, 2014/08/05 06:00:04,64664
61, 2014/08/05 06:10:41,12207
62, 2014/08/05 06:00:07,43969
63, 2014/08/05 06:00:07,89695
64, 2014/08/05 07:31:39,13346
65, 2014/08/05 06:59:18,81471
66, 2014/08/05 06:00:00,2723
67, 2014/08/05 07:27:06,81615
68, 2014/08/05 06:00:00,59894
69, 2014/08/05 08:38:22,191
70, 2014/08/05 06:00:09,13281
71, 2014/08/05 08:04:14,98529
72, 2014/08/05 08:38:25,14588
73, 2014/08/05 06:00:02,59684
74, 2014/08/05 06:00:01,96291
75, 2014/08/05 07:55:55,81615
76, 2014/08/05 09:16:10,33087
77, 2014/08/05 06:00:06,7993
78, 2014/08/05 06:44:20,83948
79, 2014/08/05 07:27:31,4957
80, 2014/08/05 06:00:02,67243
81, 2014/08/05 06:18:21,14145
82, 2014/08/05 06:00:03,57831
83, 2014/08/05 07:30:55,12208
84, 2014/08/05 07:32:20,58919
85, 2014/08/05 06:56:25,42020
86, 2014/08/05 06:00:02,1057
87, 2014/08/05 06:00:08,14356
88, 2014/08/05 06:00:03,55178
89, 2014/08/05 06:00:07,85194
90, 2014/08/05 06:00:04,55231
91, 2014/08/05 07:54:11,81615
92, 2014/08/05 09:17:04,9077
93, 2014/08/05 06:00:01,53245
94, 2014/08/05 06:11:47,192
95, 2014/08/05 06:00:06,14752
96, 2014/08/05 06:00:05,47578
97, 2014/08/05 08:15:35,37498
98, 2014/08/05 06:00:06,57831
100, 2014/08/05 06:44:32,38311
101, 2014/08/05 06:00:02,59895
102, 2014/08/05 06:00:08,16477
103, 2014/08/05 06:00:03,74721
104, 2014/08/05 06:00:04,10466
105, 2014/08/05 07:09:58,14450
106, 2014/08/05 06:00:06,183
107, 2014/08/05 06:01:11,4957
108, 2014/08/05 06:00:00,10204
109, 2014/08/05 07:17:25,81469
110, 2014/08/05 06:26:53,14147
111, 2014/08/05 06:06:34,74735
113, 2014/08/05 09:52:24,28900
115, 2014/08/05 06:40:47,68499
116, 2014/08/05 09:50:50,23514
